attack_cat,label,id
Normal,0,257
Normal,0,258
Normal,0,259
Normal,0,260
Normal,0,261
Normal,0,262
Normal,0,263
Normal,0,264
Normal,0,265
Normal,0,266
Normal,0,267
Normal,0,268
Normal,0,269
Normal,0,270
Normal,0,271
Normal,0,272
Normal,0,273
Normal,0,274
Normal,0,275
Normal,0,276
Normal,0,277
Normal,0,278
Normal,0,279
Normal,0,280
Normal,0,281
Normal,0,282
Normal,0,283
Normal,0,284
Normal,0,285
Normal,0,286
Normal,0,287
Normal,0,288
Normal,0,289
Normal,0,290
Normal,0,291
Normal,0,292
Normal,0,293
Normal,0,294
Normal,0,295
Normal,0,296
Normal,0,297
Normal,0,298
Normal,0,299
Normal,0,300
Normal,0,301
Normal,0,302
Normal,0,303
Normal,0,304
Normal,0,305
Normal,0,306
Normal,0,307
Normal,0,308
Normal,0,309
Normal,0,310
Normal,0,311
Normal,0,312
Normal,0,313
Normal,0,314
Normal,0,315
Normal,0,316
Normal,0,317
Normal,0,318
Normal,0,319
Normal,0,320
Normal,0,321
Normal,0,322
Normal,0,323
Normal,0,324
Normal,0,325
Normal,0,326
Normal,0,327
Normal,0,328
Normal,0,329
Normal,0,330
Normal,0,331
Normal,0,332
Normal,0,333
Normal,0,334
Normal,0,335
Normal,0,336
Normal,0,337
Normal,0,338
Normal,0,339
Normal,0,340
Normal,0,341
Normal,0,342
Normal,0,343
Normal,0,344
Normal,0,345
Normal,0,346
Normal,0,347
Normal,0,348
Normal,0,349
Normal,0,350
Normal,0,351
Normal,0,352
Normal,0,353
Normal,0,354
Normal,0,355
Normal,0,356
Normal,0,357
Normal,0,358
Normal,0,359
Normal,0,360
Normal,0,361
Normal,0,362
Normal,0,363
Normal,0,364
Normal,0,365
Normal,0,366
Normal,0,367
Normal,0,368
Normal,0,369
Normal,0,370
Normal,0,371
Normal,0,372
Normal,0,373
Normal,0,374
Normal,0,375
Normal,0,376
Normal,0,377
Normal,0,378
Normal,0,379
Normal,0,380
Normal,0,381
Normal,0,382
Normal,0,383
Normal,0,384
Normal,0,385
Normal,0,386
Normal,0,387
Normal,0,388
Normal,0,389
Normal,0,390
Normal,0,391
Normal,0,392
Normal,0,393
Normal,0,394
Normal,0,395
Normal,0,396
Normal,0,397
Normal,0,398
Normal,0,399
Normal,0,400
Normal,0,401
Normal,0,402
Normal,0,403
Normal,0,404
Normal,0,405
Normal,0,406
Normal,0,407
Normal,0,408
Normal,0,409
Normal,0,410
Normal,0,411
Normal,0,412
Normal,0,413
Normal,0,414
Normal,0,415
Normal,0,416
Normal,0,417
Normal,0,418
Normal,0,419
Normal,0,420
Normal,0,421
Normal,0,422
Normal,0,423
Normal,0,424
Normal,0,425
Normal,0,426
Normal,0,427
Normal,0,428
Normal,0,429
Normal,0,430
Normal,0,431
Normal,0,432
Normal,0,433
Normal,0,434
Normal,0,435
Normal,0,436
Normal,0,437
Normal,0,438
Normal,0,439
Normal,0,440
Normal,0,441
Normal,0,442
Normal,0,443
Normal,0,444
Normal,0,445
Normal,0,446
Normal,0,447
Normal,0,448
Normal,0,449
Normal,0,450
Normal,0,451
Normal,0,452
Normal,0,453
Normal,0,454
Normal,0,455
Normal,0,456
Normal,0,457
Normal,0,458
Normal,0,459
Normal,0,460
Normal,0,461
Normal,0,462
Normal,0,463
Normal,0,464
Normal,0,465
Normal,0,466
Normal,0,467
Normal,0,468
Normal,0,469
Normal,0,470
Normal,0,471
Normal,0,472
Normal,0,473
Normal,0,474
Normal,0,475
Normal,0,476
Normal,0,477
Normal,0,478
Normal,0,479
Normal,0,480
Normal,0,481
Normal,0,482
Normal,0,483
Normal,0,484
Normal,0,485
Normal,0,486
Normal,0,487
Normal,0,488
Normal,0,489
Normal,0,490
Normal,0,491
Normal,0,492
Normal,0,493
Normal,0,494
Normal,0,495
Normal,0,496
Normal,0,497
Normal,0,498
Normal,0,499
Normal,0,500
Normal,0,501
Normal,0,502
Normal,0,503
Normal,0,504
Normal,0,505
Normal,0,506
Normal,0,507
Normal,0,508
Normal,0,509
Normal,0,510
Normal,0,511
Normal,0,512
Normal,0,513
Normal,0,514
Normal,0,515
Normal,0,516
Normal,0,517
Normal,0,518
Normal,0,519
Normal,0,520
Normal,0,521
Normal,0,522
Normal,0,523
Normal,0,524
Normal,0,525
Normal,0,526
Normal,0,527
Normal,0,528
Normal,0,529
Normal,0,530
Normal,0,531
Normal,0,532
Normal,0,533
Normal,0,534
Normal,0,535
Normal,0,536
Normal,0,537
Normal,0,538
Normal,0,539
Normal,0,540
Normal,0,541
Normal,0,542
Normal,0,543
Normal,0,544
Normal,0,545
Normal,0,546
Normal,0,547
Normal,0,548
Normal,0,549
Normal,0,550
Normal,0,551
Normal,0,552
Normal,0,553
Normal,0,554
Normal,0,555
Normal,0,556
Normal,0,557
Normal,0,558
Normal,0,559
Normal,0,560
Normal,0,561
Normal,0,562
Normal,0,563
Normal,0,564
Normal,0,565
Normal,0,566
Normal,0,567
Normal,0,568
Normal,0,569
Normal,0,570
Normal,0,571
Normal,0,572
Normal,0,573
Normal,0,574
Normal,0,575
Normal,0,576
Normal,0,577
Normal,0,578
Normal,0,579
Normal,0,580
Normal,0,581
Normal,0,582
Normal,0,583
Normal,0,584
Normal,0,585
Normal,0,586
Normal,0,587
Normal,0,588
Normal,0,589
Normal,0,590
Normal,0,591
Normal,0,592
Normal,0,593
Normal,0,594
Normal,0,595
Normal,0,596
Normal,0,597
Normal,0,598
Normal,0,599
Normal,0,600
Normal,0,601
Normal,0,602
Normal,0,603
Normal,0,604
Normal,0,605
Normal,0,606
Normal,0,607
Normal,0,608
Normal,0,609
Normal,0,610
Normal,0,611
Normal,0,612
Normal,0,613
Normal,0,614
Normal,0,615
Normal,0,616
Normal,0,617
Normal,0,618
Normal,0,619
Normal,0,620
Normal,0,621
Normal,0,622
Normal,0,623
Normal,0,624
Normal,0,625
Normal,0,626
Normal,0,627
Normal,0,628
Normal,0,629
Normal,0,630
Normal,0,631
Normal,0,632
Normal,0,633
Normal,0,634
Normal,0,635
Normal,0,636
Normal,0,637
Normal,0,638
Normal,0,639
Normal,0,640
Normal,0,641
Normal,0,642
Normal,0,643
Normal,0,644
Normal,0,645
Normal,0,646
Normal,0,647
Normal,0,648
Normal,0,649
Normal,0,650
Normal,0,651
Normal,0,652
Normal,0,653
Normal,0,654
Normal,0,655
Normal,0,656
Normal,0,657
Normal,0,658
Normal,0,659
Normal,0,660
Normal,0,661
Normal,0,662
Normal,0,663
Normal,0,664
Normal,0,665
Normal,0,666
Normal,0,667
Normal,0,668
Normal,0,669
Normal,0,670
Normal,0,671
Normal,0,672
Normal,0,673
Normal,0,674
Normal,0,675
Normal,0,676
Normal,0,677
Normal,0,678
Normal,0,679
Normal,0,680
Normal,0,681
Normal,0,682
Normal,0,683
Normal,0,684
Normal,0,685
Normal,0,686
Normal,0,687
Normal,0,688
Normal,0,689
Normal,0,690
Normal,0,691
Normal,0,692
Normal,0,693
Normal,0,694
Normal,0,695
Normal,0,696
Normal,0,697
Normal,0,698
Normal,0,699
Normal,0,700
Normal,0,701
Normal,0,702
Normal,0,703
Normal,0,704
Normal,0,705
Normal,0,706
Normal,0,707
Normal,0,708
Normal,0,709
Normal,0,710
Normal,0,711
Normal,0,712
Normal,0,713
Normal,0,714
Normal,0,715
Normal,0,716
Normal,0,717
Normal,0,718
Normal,0,719
Normal,0,720
Normal,0,721
Normal,0,722
Normal,0,723
Normal,0,724
Normal,0,725
Normal,0,726
Normal,0,727
Normal,0,728
Normal,0,729
Normal,0,730
Normal,0,731
Normal,0,732
Normal,0,733
Normal,0,734
Normal,0,735
Normal,0,736
Normal,0,737
Normal,0,738
Normal,0,739
Normal,0,740
Normal,0,741
Normal,0,742
Normal,0,743
Normal,0,744
Normal,0,745
Normal,0,746
Normal,0,747
Normal,0,748
Normal,0,749
Normal,0,750
Normal,0,751
Normal,0,752
Normal,0,753
Normal,0,754
Normal,0,755
Normal,0,756
Normal,0,757
Normal,0,758
Normal,0,759
Normal,0,760
Normal,0,761
Normal,0,762
Normal,0,763
Normal,0,764
Normal,0,765
Normal,0,766
Normal,0,767
Normal,0,768
Normal,0,769
Normal,0,770
Normal,0,771
Normal,0,772
Normal,0,773
Normal,0,774
Normal,0,775
Normal,0,776
Normal,0,777
Normal,0,778
Normal,0,779
Normal,0,780
Normal,0,781
Normal,0,782
Normal,0,783
Normal,0,784
Normal,0,785
Normal,0,786
Normal,0,787
Normal,0,788
Normal,0,789
Normal,0,790
Normal,0,791
Normal,0,792
Normal,0,793
Normal,0,794
Normal,0,795
Normal,0,796
Normal,0,797
Normal,0,798
Normal,0,799
Normal,0,800
Normal,0,801
Normal,0,802
Normal,0,803
Normal,0,804
Normal,0,805
Normal,0,806
Normal,0,807
Normal,0,808
Normal,0,809
Normal,0,810
Normal,0,811
Normal,0,812
Normal,0,813
Normal,0,814
Normal,0,815
Normal,0,816
Normal,0,817
Normal,0,818
Normal,0,819
Normal,0,820
Normal,0,821
Normal,0,822
Normal,0,823
Normal,0,824
Normal,0,825
Normal,0,826
Normal,0,827
Normal,0,828
Normal,0,829
Normal,0,830
Normal,0,831
Normal,0,832
Normal,0,833
Normal,0,834
Normal,0,835
Normal,0,836
Normal,0,837
Normal,0,838
Normal,0,839
Normal,0,840
Normal,0,841
Normal,0,842
Normal,0,843
Normal,0,844
Normal,0,845
Normal,0,846
Normal,0,847
Normal,0,848
Normal,0,849
Normal,0,850
Normal,0,851
Normal,0,852
Normal,0,853
Normal,0,854
Normal,0,855
Normal,0,856
Normal,0,857
Normal,0,858
Normal,0,859
Normal,0,860
Normal,0,861
Normal,0,862
Normal,0,863
Normal,0,864
Normal,0,865
Normal,0,866
Normal,0,867
Normal,0,868
Normal,0,869
Normal,0,870
Normal,0,871
Normal,0,872
Normal,0,873
Normal,0,874
Normal,0,875
Normal,0,876
Normal,0,877
Normal,0,878
Normal,0,879
Normal,0,880
Normal,0,881
Normal,0,882
Normal,0,883
Normal,0,884
Normal,0,885
Normal,0,886
Normal,0,887
Normal,0,888
Normal,0,889
Normal,0,890
Normal,0,891
Normal,0,892
Normal,0,893
Normal,0,894
Normal,0,895
Normal,0,896
Normal,0,897
Normal,0,898
Normal,0,899
Normal,0,900
Normal,0,901
Normal,0,902
Normal,0,903
Normal,0,904
Normal,0,905
Normal,0,906
Normal,0,907
Normal,0,908
Normal,0,909
Normal,0,910
Normal,0,911
Normal,0,912
Normal,0,913
Normal,0,914
Normal,0,915
Normal,0,916
Normal,0,917
Normal,0,918
Normal,0,919
Normal,0,920
Normal,0,921
Normal,0,922
Normal,0,923
Normal,0,924
Normal,0,925
Normal,0,926
Normal,0,927
Normal,0,928
Normal,0,929
Normal,0,930
Normal,0,931
Normal,0,932
Normal,0,933
Normal,0,934
Normal,0,935
Normal,0,936
Normal,0,937
Normal,0,938
Normal,0,939
Normal,0,940
Normal,0,941
Normal,0,942
Normal,0,943
Normal,0,944
Normal,0,945
Normal,0,946
Normal,0,947
Normal,0,948
Normal,0,949
Normal,0,950
Normal,0,951
Normal,0,952
Normal,0,953
Normal,0,954
Normal,0,955
Normal,0,956
Normal,0,957
Normal,0,958
Normal,0,959
Normal,0,960
Normal,0,961
Normal,0,962
Normal,0,963
Normal,0,964
Normal,0,965
Normal,0,966
Normal,0,967
Normal,0,968
Normal,0,969
Normal,0,970
Normal,0,971
Normal,0,972
Normal,0,973
Normal,0,974
Normal,0,975
Normal,0,976
Normal,0,977
Normal,0,978
Normal,0,979
Normal,0,980
Normal,0,981
Normal,0,982
Normal,0,983
Normal,0,984
Normal,0,985
Normal,0,986
Normal,0,987
Normal,0,988
Normal,0,989
Normal,0,990
Normal,0,991
Normal,0,992
Normal,0,993
Normal,0,994
Normal,0,995
Normal,0,996
Normal,0,997
Normal,0,998
Normal,0,999
Normal,0,1000
Normal,0,1001
Normal,0,1002
Normal,0,1003
Normal,0,1004
Normal,0,1005
Normal,0,1006
Normal,0,1007
Normal,0,1008
Normal,0,1009
Normal,0,1010
Normal,0,1011
Normal,0,1012
Normal,0,1013
Normal,0,1014
Normal,0,1015
Normal,0,1016
Normal,0,1017
Normal,0,1018
Normal,0,1019
Normal,0,1020
Normal,0,1021
Normal,0,1022
Normal,0,1023
Normal,0,1024
Normal,0,1025
Normal,0,1026
Normal,0,1027
Normal,0,1028
Normal,0,1029
Normal,0,1030
Normal,0,1031
Normal,0,1032
Normal,0,1033
Normal,0,1034
Normal,0,1035
Normal,0,1036
Normal,0,1037
Normal,0,1038
Normal,0,1039
Normal,0,1040
Normal,0,1041
Normal,0,1042
Normal,0,1043
Normal,0,1044
Normal,0,1045
Normal,0,1046
Normal,0,1047
Normal,0,1048
Normal,0,1049
Normal,0,1050
Normal,0,1051
Normal,0,1052
Normal,0,1053
Normal,0,1054
Normal,0,1055
Normal,0,1056
Normal,0,1057
Normal,0,1058
Normal,0,1059
Normal,0,1060
Normal,0,1061
Normal,0,1062
Normal,0,1063
Normal,0,1064
Normal,0,1065
Normal,0,1066
Normal,0,1067
Normal,0,1068
Normal,0,1069
Normal,0,1070
Normal,0,1071
Normal,0,1072
Normal,0,1073
Normal,0,1074
Normal,0,1075
Normal,0,1076
Normal,0,1077
Normal,0,1078
Normal,0,1079
Normal,0,1080
Normal,0,1081
Normal,0,1082
Normal,0,1083
Normal,0,1084
Normal,0,1085
Normal,0,1086
Normal,0,1087
Normal,0,1088
Normal,0,1089
Normal,0,1090
Normal,0,1091
Normal,0,1092
Normal,0,1093
Normal,0,1094
Normal,0,1095
Normal,0,1096
Normal,0,1097
Normal,0,1098
Normal,0,1099
Normal,0,1100
Normal,0,1101
Normal,0,1102
Normal,0,1103
Normal,0,1104
Normal,0,1105
Normal,0,1106
Normal,0,1107
Normal,0,1108
Normal,0,1109
Normal,0,1110
Normal,0,1111
Normal,0,1112
Normal,0,1113
Normal,0,1114
Normal,0,1115
Normal,0,1116
Normal,0,1117
Normal,0,1118
Normal,0,1119
Normal,0,1120
Normal,0,1121
Normal,0,1122
Normal,0,1123
Normal,0,1124
Normal,0,1125
Normal,0,1126
Normal,0,1127
Normal,0,1128
Normal,0,1129
Normal,0,1130
Normal,0,1131
Normal,0,1132
Normal,0,1133
Normal,0,1134
Normal,0,1135
Normal,0,1136
Normal,0,1137
Normal,0,1138
Normal,0,1139
Normal,0,1140
Normal,0,1141
Normal,0,1142
Normal,0,1143
Normal,0,1144
Normal,0,1145
Normal,0,1146
Normal,0,1147
Normal,0,1148
Normal,0,1149
Normal,0,1150
Normal,0,1151
Normal,0,1152
Normal,0,1153
Normal,0,1154
Normal,0,1155
Normal,0,1156
Normal,0,1157
Normal,0,1158
Normal,0,1159
Normal,0,1160
Normal,0,1161
Normal,0,1162
Normal,0,1163
Normal,0,1164
Normal,0,1165
Normal,0,1166
Normal,0,1167
Normal,0,1168
Normal,0,1169
Normal,0,1170
Normal,0,1171
Normal,0,1172
Normal,0,1173
Normal,0,1174
Normal,0,1175
Normal,0,1176
Normal,0,1177
Normal,0,1178
Normal,0,1179
Normal,0,1180
Normal,0,1181
Normal,0,1182
Normal,0,1183
Normal,0,1184
Normal,0,1185
Normal,0,1186
Normal,0,1187
Normal,0,1188
Normal,0,1189
Normal,0,1190
Normal,0,1191
Normal,0,1192
Normal,0,1193
Normal,0,1194
Normal,0,1195
Normal,0,1196
Normal,0,1197
Normal,0,1198
Normal,0,1199
Normal,0,1200
Normal,0,1201
Normal,0,1202
Normal,0,1203
Normal,0,1204
Normal,0,1205
Normal,0,1206
Normal,0,1207
Normal,0,1208
Normal,0,1209
Normal,0,1210
Normal,0,1211
Normal,0,1212
Normal,0,1213
Normal,0,1214
Normal,0,1215
Normal,0,1216
Normal,0,1217
Normal,0,1218
Normal,0,1219
Normal,0,1220
Normal,0,1221
Normal,0,1222
Normal,0,1223
Normal,0,1224
Normal,0,1225
Normal,0,1226
Normal,0,1227
Normal,0,1228
Normal,0,1229
Normal,0,1230
Normal,0,1231
Normal,0,1232
Normal,0,1233
Normal,0,1234
Normal,0,1235
Normal,0,1236
Normal,0,1237
Normal,0,1238
Normal,0,1239
Normal,0,1240
Normal,0,1241
Normal,0,1242
Normal,0,1243
Normal,0,1244
Normal,0,1245
Normal,0,1246
Normal,0,1247
Normal,0,1248
Normal,0,1249
Normal,0,1250
Normal,0,1251
Normal,0,1252
Normal,0,1253
Normal,0,1254
Normal,0,1255
Normal,0,1256
Normal,0,1257
Normal,0,1258
Normal,0,1259
Normal,0,1260
Normal,0,1261
Normal,0,1262
Normal,0,1263
Normal,0,1264
Normal,0,1265
Normal,0,1266
Normal,0,1267
Normal,0,1268
Normal,0,1269
Normal,0,1270
Normal,0,1271
Normal,0,1272
Normal,0,1273
Normal,0,1274
Normal,0,1275
Normal,0,1276
Normal,0,1277
Normal,0,1278
Normal,0,1279
Normal,0,1280
Normal,0,1281
Normal,0,1282
Normal,0,1283
Normal,0,1284
Normal,0,1285
Normal,0,1286
Normal,0,1287
Normal,0,1288
Normal,0,1289
Normal,0,1290
Normal,0,1291
Normal,0,1292
Normal,0,1293
Normal,0,1294
Normal,0,1295
Normal,0,1296
Normal,0,1297
Normal,0,1298
Normal,0,1299
Normal,0,1300
Normal,0,1301
Normal,0,1302
Normal,0,1303
Normal,0,1304
Normal,0,1305
Normal,0,1306
Normal,0,1307
Normal,0,1308
Normal,0,1309
Normal,0,1310
Normal,0,1311
Normal,0,1312
Normal,0,1313
Normal,0,1314
Normal,0,1315
Normal,0,1316
Normal,0,1317
Normal,0,1318
Normal,0,1319
Normal,0,1320
Normal,0,1321
Normal,0,1322
Normal,0,1323
Normal,0,1324
Normal,0,1325
Normal,0,1326
Normal,0,1327
Normal,0,1328
Normal,0,1329
Normal,0,1330
Normal,0,1331
Normal,0,1332
Normal,0,1333
Normal,0,1334
Normal,0,1335
Normal,0,1336
Normal,0,1337
Normal,0,1338
Normal,0,1339
Normal,0,1340
Normal,0,1341
Normal,0,1342
Normal,0,1343
Normal,0,1344
Normal,0,1345
Normal,0,1346
Normal,0,1347
Normal,0,1348
Normal,0,1349
Normal,0,1350
Normal,0,1351
Normal,0,1352
Normal,0,1353
Normal,0,1354
Normal,0,1355
Normal,0,1356
Normal,0,1357
Normal,0,1358
Normal,0,1359
Normal,0,1360
Normal,0,1361
Normal,0,1362
Normal,0,1363
Normal,0,1364
Normal,0,1365
Normal,0,1366
Normal,0,1367
Normal,0,1368
Normal,0,1369
Normal,0,1370
Normal,0,1371
Normal,0,1372
Normal,0,1373
Normal,0,1374
Normal,0,1375
Normal,0,1376
Normal,0,1377
Normal,0,1378
Normal,0,1379
Normal,0,1380
Normal,0,1381
Normal,0,1382
Normal,0,1383
Normal,0,1384
Normal,0,1385
Normal,0,1386
Normal,0,1387
Normal,0,1388
Normal,0,1389
Normal,0,1390
Normal,0,1391
Normal,0,1392
Normal,0,1393
Normal,0,1394
Normal,0,1395
Normal,0,1396
Normal,0,1397
Normal,0,1398
Normal,0,1399
Normal,0,1400
Normal,0,1401
Normal,0,1402
Normal,0,1403
Normal,0,1404
Normal,0,1405
Normal,0,1406
Normal,0,1407
Normal,0,1408
Normal,0,1409
Normal,0,1410
Normal,0,1411
Normal,0,1412
Normal,0,1413
Normal,0,1414
Normal,0,1415
Normal,0,1416
Normal,0,1417
Normal,0,1418
Normal,0,1419
Normal,0,1420
Normal,0,1421
Normal,0,1422
Normal,0,1423
Normal,0,1424
Normal,0,1425
Normal,0,1426
Normal,0,1427
Normal,0,1428
Normal,0,1429
Normal,0,1430
Normal,0,1431
Normal,0,1432
Normal,0,1433
Normal,0,1434
Normal,0,1435
Normal,0,1436
Normal,0,1437
Normal,0,1438
Normal,0,1439
Normal,0,1440
Normal,0,1441
Normal,0,1442
Normal,0,1443
Normal,0,1444
Normal,0,1445
Normal,0,1446
Normal,0,1447
Normal,0,1448
Normal,0,1449
Normal,0,1450
Normal,0,1451
Normal,0,1452
Normal,0,1453
Normal,0,1454
Normal,0,1455
Normal,0,1456
Normal,0,1457
Normal,0,1458
Normal,0,1459
Normal,0,1460
Normal,0,1461
Normal,0,1462
Normal,0,1463
Normal,0,1464
Normal,0,1465
Normal,0,1466
Normal,0,1467
Normal,0,1468
Normal,0,1469
Normal,0,1470
Normal,0,1471
Normal,0,1472
Normal,0,1473
Normal,0,1474
Normal,0,1475
Normal,0,1476
Normal,0,1477
Normal,0,1478
Normal,0,1479
Normal,0,1480
Normal,0,1481
Normal,0,1482
Normal,0,1483
Normal,0,1484
Normal,0,1485
Normal,0,1486
Normal,0,1487
Normal,0,1488
Normal,0,1489
Normal,0,1490
Normal,0,1491
Normal,0,1492
Normal,0,1493
Normal,0,1494
Normal,0,1495
Normal,0,1496
Normal,0,1497
Normal,0,1498
Normal,0,1499
Normal,0,1500
Normal,0,1501
Normal,0,1502
Normal,0,1503
Normal,0,1504
Normal,0,1505
Normal,0,1506
Normal,0,1507
Normal,0,1508
Normal,0,1509
Normal,0,1510
Normal,0,1511
Normal,0,1512
Normal,0,1513
Normal,0,1514
Normal,0,1515
Normal,0,1516
Normal,0,1517
Normal,0,1518
Normal,0,1519
Normal,0,1520
Normal,0,1521
Normal,0,1522
Normal,0,1523
Normal,0,1524
Normal,0,1525
Normal,0,1526
Normal,0,1527
Normal,0,1528
Normal,0,1529
Normal,0,1530
Normal,0,1531
Normal,0,1532
Normal,0,1533
Normal,0,1534
Normal,0,1535
Normal,0,1536
Normal,0,1537
Normal,0,1538
Normal,0,1539
Normal,0,1540
Normal,0,1541
Normal,0,1542
Normal,0,1543
Normal,0,1544
Normal,0,1545
Normal,0,1546
Normal,0,1547
Normal,0,1548
Normal,0,1549
Normal,0,1550
Normal,0,1551
Normal,0,1552
Normal,0,1553
Normal,0,1554
Normal,0,1555
Normal,0,1556
Normal,0,1557
Normal,0,1558
Normal,0,1559
Normal,0,1560
Normal,0,1561
Normal,0,1562
Normal,0,1563
Normal,0,1564
Normal,0,1565
Normal,0,1566
Normal,0,1567
Normal,0,1568
Normal,0,1569
Normal,0,1570
Normal,0,1571
Normal,0,1572
Normal,0,1573
Normal,0,1574
Normal,0,1575
Normal,0,1576
Normal,0,1577
Normal,0,1578
Normal,0,1579
Normal,0,1580
Normal,0,1581
Normal,0,1582
Normal,0,1583
Normal,0,1584
Normal,0,1585
Normal,0,1586
Normal,0,1587
Normal,0,1588
Normal,0,1589
Normal,0,1590
Normal,0,1591
Normal,0,1592
Normal,0,1593
Normal,0,1594
Normal,0,1595
Normal,0,1596
Normal,0,1597
Normal,0,1598
Normal,0,1599
Normal,0,1600
Normal,0,1601
Normal,0,1602
Normal,0,1603
Normal,0,1604
Normal,0,1605
Normal,0,1606
Normal,0,1607
Normal,0,1608
Normal,0,1609
Normal,0,1610
Normal,0,1611
Normal,0,1612
Normal,0,1613
Normal,0,1614
Normal,0,1615
Normal,0,1616
Normal,0,1617
Normal,0,1618
Normal,0,1619
Normal,0,1620
Normal,0,1621
Normal,0,1622
Normal,0,1623
Normal,0,1624
Normal,0,1625
Normal,0,1626
Normal,0,1627
Normal,0,1628
Normal,0,1629
Normal,0,1630
Normal,0,1631
Normal,0,1632
Normal,0,1633
Normal,0,1634
Normal,0,1635
Normal,0,1636
Normal,0,1637
Normal,0,1638
Normal,0,1639
Normal,0,1640
Normal,0,1641
Normal,0,1642
Normal,0,1643
Normal,0,1644
Normal,0,1645
Normal,0,1646
Normal,0,1647
Normal,0,1648
Normal,0,1649
Normal,0,1650
Normal,0,1651
Normal,0,1652
Normal,0,1653
Normal,0,1654
Normal,0,1655
Normal,0,1656
Normal,0,1657
Normal,0,1658
Normal,0,1659
Normal,0,1660
Normal,0,1661
Normal,0,1662
Normal,0,1663
Normal,0,1664
